DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,313.0927507,6.67e-05,-6.67e-05,424.715381,0.000106,-0.000106,0.395,0.008,-0.007,14.3447,0.0075,-0.0075,446000.0,378.0,-378.0,47.52,4.59,-4.59,207.0,0.44,0.15,-0.12,1952.3,1.0,5067.0,151.0,-151.0,4.596,0.072,-0.042,0.673,0.065,-0.065,281.7179,44.873989,15.638,0,0
0.0,0.566799125,4.3e-06,-4.3e-06,131.81289,0.00922,-0.00922,0.232,0.251,-0.232,3.072,0.236,-0.236,30.7,1.9,-1.9,0.56,0.18,-0.06,2299.0,6590.95,6339.07,-2015.04,22.5,1.0,6063.0,162.0,-198.0,4.451,0.07,-0.21,1.004,0.33,-0.11,291.64459,42.722351,13.568,0,0
0.0,37.60936976,1.41e-05,-1.41e-05,190.724991,0.000281,-0.000281,0.671,0.004,-0.005,6.8615,0.0145,-0.0145,27600.0,32.8,-32.8,15.8,4.03,-1.73,508.0,15.8,11.92,-4.58,971.1,1.0,5600.0,152.0,-152.0,4.483,0.075,-0.162,0.896,0.229,-0.098,289.36136,40.128819,14.026,0,0
0.0,4.804469712,4.32e-07,-4.32e-07,136.0047256,7.34e-05,-7.34e-05,0.567,0.008,-0.005,3.51946,0.00317,-0.00317,133000.0,161.0,-161.0,30.97,7.08,-2.83,958.0,198.67,138.93,-53.51,1177.8,1.0,5561.0,167.0,-167.0,4.558,0.048,-0.152,0.809,0.185,-0.074,289.31421,39.131359,14.654,0,0
0.997,1.138548215,2.7e-06,-2.7e-06,132.46205,0.00177,-0.00177,0.545,0.004,-0.474,2.1482,0.0616,-0.0616,66.2,2.5,-2.5,1.45,0.29,-0.45,2537.0,9805.45,6021.02,-5589.86,31.5,1.0,6520.0,175.0,-175.0,4.01,0.273,-0.117,1.713,0.351,-0.527,285.14658,39.370789,13.194,1,2
0.755,122.8054416,0.000918,-0.000918,179.31732,0.00621,-0.00621,1.346,6.945,-0.062,2.663,0.261,-0.261,313.0,33.7,-33.7,118.62,22.6,-52.7,602.0,31.11,15.64,-22.0,10.6,2.0,5874.0,87.0,-79.0,3.664,0.375,-0.125,3.006,0.572,-1.335,287.97546,38.74028,13.436,1,1
0.0,17.4453935,0.000233,-0.000233,135.7609,0.0121,-0.0121,1.254,6.699,-0.124,6.39,0.476,-0.476,502.0,36.7,-36.7,32.01,10.1,-4.03,770.0,83.11,79.5,-28.79,16.4,1.0,6260.0,196.0,-239.0,4.433,0.065,-0.195,1.063,0.335,-0.134,291.9281,41.968441,15.954,0,0
0.967,6.98800953,4.51e-05,-4.51e-05,132.56964,0.00512,-0.00512,0.024,0.426,-0.024,3.103,0.156,-0.156,193.0,12.2,-12.2,1.39,0.19,-0.19,914.0,164.86,61.62,-48.78,17.1,2.0,5353.0,80.0,-72.0,4.358,0.137,-0.1,1.023,0.141,-0.141,293.35172,48.444641,14.531,1,2
0.0,1.922861499,2.01e-06,-2.01e-06,134.658644,0.00085,-0.00085,0.943,0.005,-0.004,3.5734,0.0581,-0.0581,1920.0,31.2,-31.2,5.09,1.21,-0.44,1392.0,884.12,621.75,-236.53,103.4,1.0,5778.0,154.0,-188.0,4.531,0.03,-0.17,0.911,0.217,-0.078,291.44507,38.637211,14.942,0,0
0.0,0.562555067,1.56e-06,-1.56e-06,131.74958,0.00232,-0.00232,0.527,0.022,-0.457,1.7402,0.0805,-0.0805,198.0,11.0,-11.0,1.21,0.29,-0.12,2046.0,4128.4,2917.27,-1138.81,21.7,1.0,5793.0,155.0,-172.0,4.561,0.04,-0.16,0.832,0.199,-0.08,293.53629,39.69009,15.945,0,0
0.0,0.866344816,1.6e-06,-1.6e-06,132.06358,0.00163,-0.00163,0.318,0.135,-0.318,1.9188,0.0547,-0.0547,234.0,6.0,-6.0,6.85,1.52,-0.16,3569.0,38575.44,24242.58,-3799.76,46.5,1.0,4936.0,109.0,-69.0,3.055,0.028,-0.031,4.527,1.003,-0.106,296.13901,39.579632,12.945,0,0
0.956,66.5576728,0.000899,-0.000899,181.3241,0.0106,-0.0106,0.254,0.196,-0.253,10.532,0.271,-0.271,214.0,10.5,-10.5,4.96,0.91,-1.69,757.0,77.68,38.53,-45.54,21.3,1.0,5734.0,95.0,-69.0,3.591,0.292,-0.097,3.405,0.625,-1.161,293.57394,45.384541,14.074,1,2
0.0,417.829033,0.00159,-0.00159,138.8786,0.0226,-0.0226,0.279,0.158,-0.279,15.05,1.0,-1.0,501.0,56.4,-56.4,2.19,0.72,-0.24,248.0,0.9,0.89,-0.28,8.9,1.0,6018.0,190.0,-211.0,4.485,0.056,-0.224,0.975,0.318,-0.106,285.94116,44.994148,15.499,0,0
0.0,94.212787,0.00155,-0.00155,196.3636,0.0171,-0.0171,0.001,64.0,-0.862,14.48,2.7,-2.7,55700.0,1030.0,-1030.0,35.89,8.87,-14.4,597.0,30.09,22.19,-20.75,112.3,3.0,6911.0,194.0,-242.0,4.038,0.406,-0.145,1.501,0.371,-0.603,289.74249,39.267059,7.899,0,0
0.0,1.922862476,1.01e-06,-1.01e-06,132.735702,0.000598,-0.000598,1.001,0.036,-0.04,3.4594,0.0117,-0.0117,101000.0,354.0,-354.0,70.65,21.4,-14.3,1827.0,2631.95,2364.39,-1180.51,362.1,1.0,6408.0,181.0,-227.0,4.246,0.153,-0.187,1.303,0.395,-0.263,291.44626,38.639778,15.925,0,0
1.0,22.2659599,0.000616,-0.000616,144.87,0.0227,-0.0227,0.03,0.426,-0.03,4.816,0.601,-0.601,61.3,8.9,-8.9,1.18,0.25,-0.21,896.0,152.29,98.17,-66.16,8.3,1.0,6888.0,192.0,-312.0,4.223,0.112,-0.138,1.492,0.319,-0.261,287.37283,48.465542,11.299,1,1
0.0,15.42040937,4.37e-06,-4.37e-06,133.516609,0.000233,-0.000233,0.955,0.174,-0.044,2.3707,0.0176,-0.0176,14800.0,71.9,-71.9,16.62,3.74,-1.6,661.0,45.03,31.02,-12.49,268.5,1.0,5468.0,164.0,-164.0,4.505,0.053,-0.158,0.88,0.198,-0.085,287.2106,44.849129,15.596,0,0
0.255,413.51856,0.019,-0.019,374.3587,0.0287,-0.0287,0.019,0.451,-0.019,10.395,1.0,-1.0,391.0,59.3,-59.3,1.96,0.61,-0.22,254.0,0.98,0.92,-0.3,7.9,1.0,6031.0,180.0,-198.0,4.45,0.07,-0.21,0.992,0.311,-0.111,290.38721,39.829941,15.106,1,1
1.0,11.32977062,6.77e-05,-6.77e-05,133.96755,0.00529,-0.00529,0.036,0.431,-0.036,3.845,0.157,-0.157,162.0,9.5,-9.5,1.37,0.21,-0.18,855.0,126.21,52.29,-39.06,18.5,3.0,5821.0,105.0,-117.0,4.355,0.121,-0.11,1.085,0.16,-0.146,297.09,41.388031,13.989,1,2
0.0,0.708726708,2.18e-06,-2.18e-06,132.08629,0.00268,-0.00268,0.28,0.173,-0.28,0.753,0.0905,-0.0905,314.0,25.5,-25.5,0.92,0.05,-0.07,1302.0,684.35,161.71,-173.15,13.4,2.0,4607.0,124.0,-152.0,4.733,0.052,-0.024,0.515,0.028,-0.039,299.54672,40.681911,15.986,0,0
1.0,3.4462125,1.87e-05,-1.87e-05,132.22894,0.00364,-0.00364,0.704,0.256,-0.495,2.101,0.119,-0.119,83.5,5.9,-5.9,0.7,0.08,-0.07,1015.0,251.24,99.2,-69.19,15.6,1.0,5374.0,160.0,-144.0,4.555,0.088,-0.064,0.721,0.082,-0.073,288.83136,47.551991,13.851,1,2
0.0,14.77820911,1.8e-05,-1.8e-05,144.09725,0.00115,-0.00115,1.258,16.15,-0.216,5.395,0.0505,-0.0505,10800.0,110.0,-110.0,44.48,13.9,-4.93,809.0,101.07,93.09,-33.78,123.1,1.0,6258.0,175.0,-263.0,4.442,0.067,-0.216,1.046,0.326,-0.116,296.11771,48.664108,15.696,0,0
0.0,42.94386258,1.78e-05,-1.78e-05,155.206515,0.000332,-0.000332,1.285,11.9,-0.177,3.7591,0.0208,-0.0208,9210.0,40.3,-40.3,41.62,11.1,-7.39,520.0,17.26,13.88,-6.8,273.0,1.0,5750.0,173.0,-155.0,4.4,0.158,-0.193,0.94,0.25,-0.167,290.16513,51.467258,14.708,0,0
1.0,40.1015561,0.00029,-0.00029,132.71244,0.00587,-0.00587,0.868,0.083,-0.623,5.246,0.19,-0.19,550.0,30.7,-30.7,2.92,0.95,-0.4,583.0,27.31,26.84,-9.74,19.0,3.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,296.35867,39.115189,14.82,1,2
0.965,24.6683831,0.000351,-0.000351,136.633,0.0124,-0.0124,0.751,0.213,-0.529,8.556,0.353,-0.353,109.0,8.1,-8.1,1.76,0.3,-0.37,788.0,91.32,43.64,-39.77,15.3,1.0,6059.0,109.0,-146.0,4.151,0.168,-0.112,1.554,0.269,-0.328,290.48007,51.965012,13.572,1,1
0.001,1.19087362,1.29e-05,-1.29e-05,131.71838,0.0078,-0.0078,0.393,0.076,-0.393,1.785,0.298,-0.298,67.5,10.3,-10.3,0.73,0.1,-0.08,1489.0,1165.78,552.5,-353.25,8.0,1.0,5158.0,171.0,-155.0,4.464,0.105,-0.105,0.888,0.122,-0.1,294.59283,45.28772,15.28,0,0
0.0,200.79976,5.69e-05,-5.69e-05,263.875635,0.00022,-0.00022,1.016,0.084,-0.073,7.6419,0.0109,-0.0109,92600.0,116.0,-116.0,48.77,14.3,-4.74,303.0,2.0,1.78,-0.58,930.8,1.0,5896.0,184.0,-205.0,4.518,0.036,-0.204,0.916,0.268,-0.089,293.33401,41.937321,15.814,0,0
0.0,4.326946311,1.49e-07,-1.49e-07,132.1921929,2.82e-05,-2.82e-05,0.482,0.003,-0.003,5.55905,0.00063,-0.00063,409000.0,33.7,-33.7,106.99,29.2,-35.7,1481.0,1137.15,938.8,-696.22,4247.8,1.0,6231.0,188.0,-207.0,4.078,0.35,-0.15,1.501,0.41,-0.501,301.16916,44.645962,13.253,0,0
0.057,1.69421771,2.07e-05,-2.07e-05,132.006,0.0104,-0.0104,0.734,0.222,-0.499,4.161,0.352,-0.352,91.1,7.4,-7.4,0.74,0.1,-0.07,1274.0,621.89,291.33,-165.25,15.0,1.0,5402.0,162.0,-146.0,4.591,0.056,-0.077,0.717,0.102,-0.068,281.56042,44.184818,15.041,0,0
0.997,34.7496038,0.000563,-0.000563,158.68412,0.00952,-0.00952,0.984,0.024,-0.709,4.548,0.231,-0.231,227.0,20.7,-20.7,3.51,0.53,-0.78,702.0,57.44,21.95,-24.54,11.4,2.0,5849.0,70.0,-79.0,4.076,0.182,-0.098,1.601,0.237,-0.356,288.88333,39.74456,14.606,1,1
0.0,131.9782774,6.99e-06,-6.99e-06,179.588119,4.04e-05,-4.04e-05,0.58,0.014,-0.014,7.14981,0.00378,-0.00378,346000.0,110.0,-110.0,147.83,79.9,-97.6,457.0,10.32,16.7,-9.26,3766.3,1.0,4916.0,122.0,-146.0,3.717,0.9,-0.3,2.182,1.179,-1.441,294.03622,40.659191,14.313,0,0
1.0,6.68231249,5.91e-05,-5.91e-05,132.18853,0.00638,-0.00638,0.892,0.005,-0.622,3.251,0.174,-0.174,48.7,4.4,-4.4,2.09,0.39,-0.72,1350.0,784.74,392.49,-468.44,12.3,2.0,5343.0,85.0,-74.0,3.764,0.238,-0.102,2.506,0.468,-0.87,297.65143,40.352551,13.052,1,1
0.0,0.918921494,1.79e-06,-1.79e-06,131.68016,0.00158,-0.00158,0.011,0.446,-0.011,0.9425,0.0543,-0.0543,321.0,15.7,-15.7,1.49,0.4,-0.13,1697.0,1960.12,1563.63,-514.97,23.7,1.0,5655.0,169.0,-169.0,4.561,0.042,-0.179,0.833,0.22,-0.073,298.29953,44.78899,15.606,0,0
1.0,132.9955503,0.000873,-0.000873,258.3961,0.00492,-0.00492,0.703,0.197,-0.488,7.436,0.18,-0.18,1280.0,49.5,-49.5,2.51,0.21,-0.21,241.0,0.8,0.29,-0.22,29.3,1.0,4523.0,161.0,-161.0,4.636,0.032,-0.039,0.659,0.055,-0.055,280.51175,44.159351,15.028,1,2
1.0,19.85029495,5.53e-05,-5.53e-05,133.64933,0.00216,-0.00216,0.217,0.245,-0.217,2.8407,0.0741,-0.0741,1610.0,50.7,-50.7,1.52,0.19,-0.23,297.0,1.83,0.68,-0.62,34.4,2.0,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921,1,2
0.0,2.947376671,3.23e-06,-3.23e-06,171.522978,0.000883,-0.000883,2.641,10.99,-0.707,2.0911,0.0437,-0.0437,433.0,8.5,-8.5,403.59,86.0,-105.0,2404.0,7903.84,5082.12,-4259.41,62.3,1.0,8090.0,226.0,-340.0,4.002,0.198,-0.132,2.234,0.476,-0.581,292.61194,43.305141,10.47,0,0
0.223,536.52197,0.012,-0.012,379.6146,0.0113,-0.0113,0.14,0.325,-0.14,4.458,0.593,-0.593,294.0,37.8,-37.8,3.0,0.77,-1.54,273.0,1.31,1.04,-1.03,9.7,1.0,5335.0,176.0,-128.0,3.973,0.48,-0.16,1.794,0.461,-0.922,280.33868,43.706039,12.101,0,0
0.001,3.187087241,8.3e-06,-8.3e-06,132.8582,0.00138,-0.00138,0.665,0.064,-0.033,7.2897,0.0656,-0.0656,129000.0,1150.0,-1150.0,928.96,142.0,-532.0,4037.0,62743.06,29183.95,-52468.51,197.0,1.0,4599.0,114.0,-126.0,2.137,0.45,-0.18,23.673,3.612,-13.546,290.19952,37.776989,16.988,0,0
0.0,15.71378722,1.39e-06,-1.39e-06,132.0981464,7.15e-05,-7.15e-05,0.762,0.001,-0.001,11.3122,0.00442,-0.00442,60400.0,27.9,-27.9,27.64,7.86,-4.23,747.0,73.68,61.54,-26.92,3602.0,1.0,5843.0,158.0,-176.0,4.399,0.124,-0.186,1.006,0.286,-0.154,299.6091,46.11824,14.049,0,0
1.0,30.86436512,5.4e-05,-5.4e-05,172.93477,0.00136,-0.00136,0.851,0.053,-0.572,2.9557,0.0493,-0.0493,551.0,11.6,-11.6,2.23,0.28,-0.1,527.0,18.22,6.76,-2.87,51.8,1.0,5677.0,113.0,-113.0,4.563,0.018,-0.108,0.828,0.104,-0.037,294.97351,45.213692,13.58,1,2
0.603,2.99792926,2.78e-05,-2.78e-05,131.76579,0.00786,-0.00786,0.403,0.092,-0.374,4.398,0.222,-0.222,45.4,3.4,-3.4,1.12,0.2,-0.3,1616.0,1611.51,740.37,-785.46,16.0,1.0,5888.0,79.0,-79.0,4.061,0.238,-0.102,1.645,0.29,-0.435,282.69995,45.42577,12.003,1,2
0.709,3.42064689,1.93e-05,-1.93e-05,132.30629,0.00487,-0.00487,0.92,0.021,-0.63,1.767,0.118,-0.118,357.0,30.4,-30.4,2.27,0.25,-0.22,1129.0,382.68,118.21,-88.58,13.9,1.0,5370.0,85.0,-75.0,4.411,0.104,-0.076,0.966,0.105,-0.095,293.56635,42.13258,15.472,1,1
0.0,12.42618005,9.61e-05,-9.61e-05,141.50486,0.00719,-0.00719,0.935,0.011,-0.018,28.1949,0.0,0.0,1520.0,16.2,-16.2,3.48,0.27,-0.26,551.0,21.8,6.29,-5.33,113.1,1.0,4624.0,125.0,-139.0,4.619,0.035,-0.035,0.684,0.052,-0.052,297.66675,40.65416,15.889,0,0
0.987,4.14789051,3.41e-05,-3.41e-05,135.53291,0.00774,-0.00774,0.878,0.076,-0.664,3.829,0.204,-0.204,138.0,9.9,-9.9,1.93,0.37,-0.3,1389.0,878.32,434.93,-286.13,16.4,1.0,6150.0,79.0,-79.0,4.223,0.125,-0.125,1.417,0.272,-0.223,297.90579,40.162861,14.725,1,2
0.228,4.409409243,5.83e-06,-5.83e-06,171.89433,0.00105,-0.00105,0.028,0.269,-0.028,3.8636,0.0468,-0.0468,12900.0,174.0,-174.0,10.95,3.05,-2.03,1101.0,347.06,298.88,-143.45,85.8,1.0,5600.0,186.0,-169.0,4.368,0.185,-0.204,0.975,0.271,-0.181,296.41019,43.455391,15.403,0,0
0.0,4.80912667,1.63e-05,-1.63e-05,134.07939,0.00279,-0.00279,0.471,0.003,-0.005,7.9331,0.0124,-0.0124,134000.0,168.0,-168.0,44.3,14.5,-5.17,1270.0,615.74,593.32,-204.35,1033.2,1.0,6462.0,179.0,-246.0,4.371,0.07,-0.21,1.166,0.381,-0.136,293.2088,46.173061,14.038,0,0
0.0,0.92225589,1.92e-05,-1.92e-05,131.8088,0.0167,-0.0167,0.992,0.01,-0.681,4.227,0.482,-0.482,33.0,5.6,-5.6,1.29,0.29,-0.44,2206.0,5614.19,3999.9,-3445.3,7.1,1.0,5631.0,186.0,-169.0,4.114,0.322,-0.138,1.485,0.336,-0.504,286.37338,37.919003,12.352,0,0
0.955,66.6504521,0.000395,-0.000395,171.18229,0.00492,-0.00492,0.433,0.036,-0.433,5.744,0.153,-0.153,537.0,22.7,-22.7,1.56,0.07,-0.07,308.0,2.14,0.38,-0.3,27.1,1.0,4550.0,81.0,-81.0,4.627,0.02,-0.03,0.679,0.033,-0.027,297.34738,44.026939,14.352,1,2
1.0,3.72020708,1.76e-05,-1.76e-05,133.41684,0.00371,-0.00371,0.341,0.104,-0.341,1.892,0.118,-0.118,157.0,12.2,-12.2,0.99,0.09,-0.11,954.0,195.7,69.88,-57.88,15.0,1.0,5017.0,151.0,-151.0,4.516,0.088,-0.088,0.797,0.078,-0.086,298.46579,48.55941,14.293,1,1
0.0,541.742985,0.00684,-0.00684,374.45854,0.00941,-0.00941,0.041,0.524,-0.041,10.47,0.443,-0.443,1040.0,20.5,-20.5,3.39,0.97,-0.34,248.0,0.9,0.73,-0.26,25.9,3.0,6373.0,151.0,-189.0,4.438,0.062,-0.188,1.047,0.298,-0.106,298.21509,39.955101,13.718,1,1
0.994,51.3011844,0.000602,-0.000602,153.52571,0.00975,-0.00975,0.003,0.463,-0.003,5.359,0.259,-0.259,499.0,30.1,-30.1,2.07,0.65,-0.17,492.0,13.86,12.72,-3.56,19.6,1.0,6032.0,162.0,-180.0,4.508,0.052,-0.208,0.929,0.291,-0.078,284.61621,49.190811,14.739,1,2
0.277,3.71186243,1.34e-05,-1.34e-05,132.6486,0.00267,-0.00267,0.469,0.54,-0.1,1.032,0.198,-0.198,53.9,10.9,-10.9,0.95,0.31,-0.16,1406.0,922.9,868.92,-371.39,7.0,1.0,6302.0,170.0,-208.0,4.299,0.112,-0.208,1.258,0.404,-0.218,295.61349,46.190689,13.787,0,0
0.0,10.81824842,9.67e-06,-9.67e-06,137.17026,0.000769,-0.000769,0.813,0.002,-0.002,18.2848,0.0452,-0.0452,13700.0,29.9,-29.9,11.71,2.89,-1.56,830.0,112.55,81.98,-36.65,581.0,1.0,5955.0,159.0,-159.0,4.446,0.116,-0.174,0.894,0.221,-0.119,293.45514,46.521751,13.392,0,0
0.0,0.916326699,3.81e-07,-3.81e-07,131.80905,0.000373,-0.000373,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,96400.0,461.0,-461.0,50.7,15.7,-5.22,1917.0,3196.67,2995.06,-996.66,251.6,1.0,6046.0,189.0,-232.0,4.486,0.052,-0.208,0.972,0.3,-0.1,290.09695,41.97068,15.896,0,0
0.295,185.97534,0.0226,-0.0226,299.6938,0.0656,-0.0656,0.4,0.046,-0.4,8.744,0.926,-0.926,54.5,41.7,-41.7,2.76,0.26,-1.38,688.0,53.05,17.71,-42.02,2.6,3.0,7365.0,203.0,-330.0,3.628,0.504,-0.056,3.638,0.341,-1.82,285.32791,45.753738,10.554,1,1
0.0,1.025465924,9.9e-08,-9.9e-08,131.6091403,8e-05,-8e-05,0.88,0.012,-0.013,3.71841,0.00458,-0.00458,153000.0,107.0,-107.0,106.84,19.1,-23.4,2710.0,12744.17,5754.57,-5362.9,1120.8,1.0,6700.0,73.0,-87.0,4.041,0.174,-0.116,1.883,0.337,-0.412,292.18344,40.707241,13.821,0,0
0.972,89.1935737,0.00023,-0.00023,217.82184,0.00204,-0.00204,0.015,0.406,-0.015,4.0104,0.072,-0.072,868.0,23.2,-23.2,3.81,0.69,-0.62,483.0,12.83,6.63,-4.61,43.5,1.0,6071.0,134.0,-134.0,4.239,0.143,-0.117,1.295,0.232,-0.211,294.74332,43.461208,12.487,1,1
0.986,63.0380366,0.000229,-0.000229,169.12161,0.00282,-0.00282,0.021,0.356,-0.021,7.3702,0.0855,-0.0855,659.0,14.2,-14.2,2.59,0.39,-0.22,465.0,11.1,4.61,-2.55,53.1,1.0,5798.0,104.0,-116.0,4.411,0.085,-0.114,1.019,0.151,-0.088,283.80954,41.041241,13.605,1,2
0.0,17.74545614,7.92e-06,-7.92e-06,137.697754,0.000358,-0.000358,1.049,0.118,-0.097,4.0678,0.0194,-0.0194,80300.0,342.0,-342.0,116.14,24.7,-57.7,1106.0,353.47,236.89,-276.13,272.2,1.0,6337.0,204.0,-227.0,3.826,0.504,-0.126,2.216,0.472,-1.101,297.67651,41.428589,12.366,0,0
0.989,2.358952404,8.78e-06,-8.78e-06,132.68957,0.00317,-0.00317,0.385,0.055,-0.385,1.593,0.115,-0.115,94.1,6.5,-6.5,0.96,0.12,-0.12,1278.0,630.43,222.3,-173.9,17.3,2.0,5300.0,87.0,-71.0,4.385,0.132,-0.088,0.986,0.124,-0.124,287.29544,43.279869,14.14,1,2
1.0,8.600099313,5.05e-06,-5.05e-06,172.529281,0.00042,-0.00042,0.048,0.235,-0.048,4.0077,0.0199,-0.0199,2790.0,15.5,-15.5,4.17,0.53,-0.49,760.0,78.72,34.05,-23.7,209.2,1.0,5246.0,158.0,-142.0,4.501,0.102,-0.085,0.805,0.103,-0.094,297.70023,47.86375,14.486,1,2
0.0,9.44942628,2.08e-05,-2.08e-05,132.45174,0.00177,-0.00177,1.217,10.07,-0.156,6.3064,0.091,-0.091,1210.0,17.2,-17.2,75.22,27.8,-51.6,1192.0,476.13,540.49,-433.99,81.1,2.0,5092.0,168.0,-137.0,3.689,0.848,-0.283,2.664,0.984,-1.827,286.28629,43.615978,13.819,0,0
0.0,5.61386908,6.62e-07,-6.62e-07,132.572901,0.0001,-0.0001,1.07,0.031,-0.038,5.07753,0.00477,-0.00477,57400.0,47.0,-47.0,34.24,1.84,-2.9,714.0,61.43,16.1,-16.36,1253.6,1.0,4504.0,147.0,-147.0,4.582,0.052,-0.024,0.709,0.038,-0.06,284.31046,45.76955,14.072,0,0
0.0,2.892087553,4.3e-07,-4.3e-07,133.201742,0.000126,-0.000126,1.062,0.043,-0.039,3.16757,0.00549,-0.00549,71600.0,124.0,-124.0,47.55,13.1,-6.53,1225.0,531.42,440.96,-181.48,563.9,1.0,5622.0,169.0,-169.0,4.443,0.101,-0.174,0.924,0.254,-0.127,297.1105,44.399872,15.599,0,0
0.999,14.2651545,0.000106,-0.000106,143.22024,0.00528,-0.00528,0.353,0.095,-0.353,3.601,0.164,-0.164,66.3,5.5,-5.5,1.06,0.18,-0.18,853.0,125.45,59.13,-45.84,13.9,1.0,5825.0,105.0,-117.0,4.237,0.156,-0.104,1.291,0.22,-0.22,299.53479,40.477779,12.515,1,1
0.0,8.097050622,5.72e-06,-5.72e-06,138.423529,0.000815,-0.000815,0.592,0.006,-0.008,5.6736,0.019,-0.019,65600.0,187.0,-187.0,24.01,5.86,-3.89,891.0,149.48,114.24,-57.88,404.9,1.0,5753.0,192.0,-192.0,4.423,0.153,-0.187,0.894,0.218,-0.145,293.44687,37.72121,16.474,0,0
0.0,43.5428781,0.000462,-0.000462,150.4229,0.0105,-0.0105,0.984,6.972,-0.015,3.6768,0.0894,-0.0894,5450.0,124.0,-124.0,17.47,5.32,-3.55,688.0,53.04,47.83,-24.26,52.1,1.0,6669.0,187.0,-257.0,4.224,0.144,-0.192,1.427,0.435,-0.29,287.96375,40.310322,15.223,0,0
0.994,175.603366,0.00323,-0.00323,202.3721,0.0145,-0.0145,0.952,0.013,-0.665,9.543,0.294,-0.294,507.0,38.2,-38.2,2.87,0.95,-0.32,348.0,3.46,3.4,-1.09,14.7,1.0,6225.0,175.0,-218.0,4.461,0.056,-0.21,1.009,0.335,-0.112,287.75229,42.244781,15.054,1,1
1.0,23.34036251,9.67e-05,-9.67e-05,136.20727,0.00354,-0.00354,0.25,0.206,-0.25,2.054,0.111,-0.111,615.0,40.1,-40.1,2.21,0.53,-0.36,601.0,30.94,22.86,-11.71,18.2,1.0,5530.0,165.0,-165.0,4.425,0.153,-0.187,0.892,0.217,-0.145,287.29251,39.383221,15.23,1,1
1.0,9.66857386,1.9e-05,-1.9e-05,174.53483,0.00162,-0.00162,0.8,0.134,-0.547,2.4656,0.0554,-0.0554,412.0,13.0,-13.0,1.9,0.33,-0.19,730.0,67.06,39.47,-19.46,36.9,1.0,5288.0,184.0,-184.0,4.541,0.051,-0.119,0.836,0.148,-0.08,295.00204,39.95293,14.272,1,2
1.0,10.57375145,8.49e-06,-8.49e-06,175.067739,0.000639,-0.000639,0.785,0.004,-0.586,1.7259,0.0182,-0.0182,299.0,4.3,-4.3,2.07,0.05,-0.07,844.0,120.25,13.03,-13.2,82.0,1.0,5720.0,77.0,-77.0,4.4,0.012,-0.012,1.08,0.027,-0.033,287.47852,38.22884,11.457,1,2
1.0,6.491682808,1.69e-06,-1.69e-06,174.633553,0.000216,-0.000216,0.535,0.034,-0.053,4.301,0.0272,-0.0272,7160.0,17.2,-17.2,9.66,3.27,-1.31,1062.0,301.54,310.33,-112.73,502.3,1.0,6123.0,193.0,-265.0,4.413,0.072,-0.217,1.107,0.375,-0.15,285.55481,45.578861,15.649,1,2
1.0,9.48803557,2.78e-05,-2.78e-05,170.53875,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,616.0,19.5,-19.5,2.26,0.26,-0.15,793.0,93.59,29.45,-16.65,35.8,1.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347,1,2
1.0,9.69315023,2.76e-05,-2.76e-05,132.81362,0.00225,-0.00225,0.734,0.079,-0.502,5.6725,0.067,-0.067,142.0,3.3,-3.3,1.89,0.29,-0.44,1017.0,253.08,113.07,-115.05,45.1,1.0,5683.0,115.0,-104.0,4.108,0.195,-0.09,1.472,0.229,-0.344,290.06049,47.16396,12.727,1,2
0.0,0.933746709,5.09e-06,-5.09e-06,132.4539,0.00564,-0.00564,0.057,0.401,-0.057,3.435,0.166,-0.166,18.6,1.6,-1.6,0.36,0.08,-0.03,1893.0,3026.99,2045.31,-740.83,14.3,1.0,6302.0,171.0,-190.0,4.535,0.058,-0.173,0.815,0.185,-0.062,292.71817,47.469891,13.087,0,0
